;movieName;Metascore_w;Author;AuthorHref;Summary;origin_rating
10;toy-story-2;10;Paxster;/user/Paxster;"[ ""Just as good as the first story with a new batch of great characters. Moments for both the adults and the children. It is both timeless and universal just like its predecessor and is one of the few sequels that keeps the legacy of the whole franchise."" ]";9
11;american-beauty;10;Paxster;/user/Paxster;"[ ""I love how the film captures the strangest of all locations: Surburbia. Many of us who live in surburbia can relate to this awkward black comedy which makes you realise we are all a bit crazy really. Possibly the strangest element of the film is the lust Kevin Spacey has for his daughters friend. Although incredibly disturbing its also seems to make you love the main character even more and that can't have been achieved without some hard work and dedication."" ]";9
12;the-dark-knight;10;Paxster;/user/Paxster;"[ ""Batman: A childish comic book character past his day. Think again, Nolan brings the dark and the adult to batman. Not to mention Heath Ledger in a legendary performance as the scary but damn right interesting Joker. Bale also cements his place as THE Batman with a smooth performance. This is just about one of the best movies I've ever seen."" ]";9
13;2001-a-space-odyssey;10;Paxster;/user/Paxster;"[ ""This is movie as art in its fullest and most stunning format. How Kubrick made this look so futuristic in the year of 1968 it beyond me and probably most people on this planet. How much is covered in the short span of this film. It might just be the only film that seems to cover the whole history of the universe in a film. Michelangelo, Shakespeare, Oscar Wilde, KUBRICK."" ]";9
14;o-brother-where-art-thou;10;JordanP;/user/JordanP;"[ ""This may be the only movie that has ever left me seriously tempted to leave the cinema and immediately join the queue for the next show. Structurally, it is a 'road movie', though it borrows the episodic encounters with larger-than-life characters from Homer's Odyssey (including sirens and a cyclops!). But the artful combination of its photography and music with delightful story and characters makes this one of most bewitching and beautiful road movies ever made."", ""The critics seem to find it shallow, though I struggle to understand why. In addition to being genuinely funny and centred upon rich characters, the story includes a fair weight of political satire and a sprinkling of the Coens' strange metaphysical fascinations, with the Devil making his own cameo in the form of a lawman. If this is too shallow, I wonder what comedies the critics have been watching that are so deep?"", ""If people are confusing depth for emotionalism, perhaps they should stick to rewatching the English Patient."" ]";9
15;kung-fu-panda;10;bram29;/user/bram29;[];9
16;michael-clayton;10;bram29;/user/bram29;"[ ""i always wondered one thing when watching those b-movies that feature a lot of people getting sick because of evil companies with lots of money and the hero suing the company and winning because of his/her good heart: the side of the bad guys. because those movies tend to leave all the arguments of the bad guys at: they just want te make more money. here's something interesting: this movie plays from the viewpoint of the bad guys, and you know what? this one actually became a complicated character piece with lots of intrigue and businessmen in suits. and, my favourite, the good guys do not win in the end because they get lucky or because they love everybody so much. no, they do it the old fashioned way: by being smarter than the opposition."" ]";9
17;wall-e;10;bram29;/user/bram29;[];9
18;the-dark-knight;10;bram29;/user/bram29;[];9
19;up;10;bram29;/user/bram29;"[ ""reviewers had warned me and exited me before i saw this movie, and i immediately saw it twice, and a third time with director's commentary. pixar's up is so unbelievably good that i am now turning it into a moviegoers duty to once see this movie as a sort of holy pilgrimage. why is it so epic? because it's got everything. action, beautiful set pieces and animation, and, on top of it all, and at the very core, because it's a deeply philosophical movie and a great teacher, and it parallels it's joy so much with it's sadness that it creates a memorable and heave experience. what i like most about the philosophical element is that all the characters are built around a theme, and they all mean something and have something to say, which makes every one stick to my memory. every person in their lifetime has to see up before dying."" ]";9
20;district-9;10;bram29;/user/bram29;[];9
21;inglourious-basterds;10;bram29;/user/bram29;"[ ""every man can dream it, but only one man can do it: kill adolf hitler. i most certainly wasn't expecting Basterds to become an alternate history movie, and i know not to expect anything from quentin tarantino. i was sort of going into this movie for just the violence, but i found the dialogues to be the more interesting part. the action on tarantino's behalf is always more of the 'person A shoots person B' type, in a wa that it's not really that visually interesting, but i think that makes it more realistic. i only give tens to movies that i thought didn't have a single mistake, and i carefully consider giving any movie one of them. this time, i was a bit doubtful, thinking if the movie could have been any more perfect, but by heart went out for the golden medal, so here we are."" ]";9
22;the-dark-knight-rises;10;bram29;/user/bram29;"[ ""I heard from every critic I follow that the movie was good, but not great, and I must say that I disagree with those critics. all the plot inconsistencies they found, I did not. the movie has a kick-ass final act, and although Bane is not the Joker, I think he's still a scary and interesting villain."" ]";9
23;valhalla-rising;10;House0fWolves_;/user/House0fWolves_;"[ ""One of the best films I have ever, ever watched. The lack of dialogue gives much time for you to immerse yourself into a dreamlike sequence and let your mind ponder on what is occurring. Very abstract, very different, VERY visually compelling, and the acting was top notch. It was also extremely realistic, portraying the time period perfectly. I felt like I was watching a moving painting. Thank you, Netflix."" ]";8
24;moon;10;House0fWolves_;/user/House0fWolves_;"[ ""Underrated, under the radar, under the surface. Unseen. Yet, one of the best out there. It takes a while to figure out what's going on, but you realize it was really there all along. Open your eyes, world. Find this film. Match the pieces of its puzzle. Enjoy."" ]";8
25;pandorum;10;House0fWolves_;/user/House0fWolves_;"[ ""Why critics, do you dislike this spectacular film so much? Why ruin its reputation just to agree with Rotten Tomatoes? I don't understand. This film incorporated everything you would expect and more - effects, plot, build up, characters, mystery, everything."" ]";8
26;children-of-men;10;House0fWolves_;/user/House0fWolves_;[];8
27;the-shining;10;House0fWolves_;/user/House0fWolves_;[];8
28;requiem-for-a-dream;10;House0fWolves_;/user/House0fWolves_;"[ ""Hooray for portraying how the world really is, in raw material. Kudos for the insanity factors and showing how bad addictions affect others. No, this is not a promotional thing - it's the exact opposite. Great acting (30 Seconds To Mars' Jared Leto made me giggle and point for the first five minutes of the film), great filming, and a spiralling conclusion. Lovely."" ]";8
29;cloverfield;10;House0fWolves_;/user/House0fWolves_;"[ ""You all upset me very much. Who would put down an apocalyptic movie filmed using The Blair Witch Project techniques? Especially with something like T-Rex on the loose? I felt on the edge of my chair the entire film. I could watch this on repeat. Metacritic is giving this stupendous film lousy reviews."" ]";8
30;dark-city;9;House0fWolves_;/user/House0fWolves_;[];8
31;shutter-island;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""If thrillers are your thing ,watching this is logical. Martin Scorsese directed this so this should be on your watch list anyway. DiCaprio plays U.S. Marshal Edward Daniels, and his performance delivers. The supporting cast also does a great job. The script play is amazing.It is a bit boring the first 40 minutes, but it gets really good."" ]";8
32;there-will-be-blood;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""I am probably applauding this film more than it deserves, but this is my type of movie. Paul T. Anderson's direction of the film is well done which should not be a surprise considering he has been called \""one of American film's modern masters\"". The style of atmosphere Robert Elswit creates is perfect for the films setting. The script is very good. And the acting is more or so average. Daniel D. Lewis does however, a job of portraying mineral prospector Daniel  Plainview, still a bigger expectation from him is held after watching Gangs of New York. Watching Daniel's relationship with his boy, especially towards the end, really makes the film's audience care for the characters."" ]";8
33;dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""With humor and intense acting throughout, Dr.Strange clearly stands the test of time. Easily enjoyable well after the cold war, one can only imagine how hard it would have been to laugh at this scenario back then. The film shows impending doom in two equally greatly written perspectives. The great cinematography of Gilbert Taylor, gives Dr. Strangelove a beautiful aesthetic."" ]";8
34;snatch;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""This is probably the best British comedy I have ever seen.It's full of twist and irony. It's somewhat of a cross between Pulp Fiction and Burn After Reading. I't gets a little confusing when all the characters start running into each other, but quickly resolves it's self. This is a great movie to spend an hour and a half on. Brad Pitt's accent is alone, is worthy enough of your time."" ]";8
35;o-brother-where-art-thou;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""What a great movie this is. The Coen brothers and the rest of the production did a great job. The cinematography is spectacular (thanks to Roger Deakins), and the soundtrack is amazing, they are among the best in any film. And of course the casting was good, Clooney's character is amusing along his co-stars."" ]";8
36;the-professional;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""I loved this movie before I even watched it. Leon is French-produced, meaning you wont see any of Hollywood's cliches. Leon's not some undefeatable 6th sensed assassin .Instead he is human with emotions who cares for the world he lives in, he just has an immoral \""profession\"". You can understand his decisions and begin to care for him and the girl. I even started caring for the plant Leon keeps. His relationship with the girl also really grows on you."" ]";8
37;the-godfather;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""Whenever I asked if this was a good film or not, I either heard it was extremely good or \""I haven't seen it but yeah, it's good'. And when I finally found the time to sit through it, I couldn't believe what I had been missing. This is the greatest crime film I've have ever seen. Everything from the directing and acting to the soundtrack and, even thought its over two hours, the pacing."" ]";8
38;the-graduate;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""A great point of view character study. The story follows the resulting actions taken by a young man insecure of his future. All this angst, cause the main character to cure boredom with deep affectionate love. Following his intuition of moral and principles, lead the protagonist to agony resulting from life planning. Going against his values, gives this man a break from reality and a chance at happiness. It's not until the end, that the dream ends for our character. Closing the film in one of the most astonishing ending scene of all time. This film is not only great for the importance of the plot's place in movie history,  but it's style of beautiful cinematography and impressive shots at times."" ]";8
39;pulp-fiction;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""Pulp Fiction may be Tarantino's best film ever. From the opening scene to the very end, there is not a single dull moment. There is always someone getting shot at , someone doing drugs or someone getting cussed at the best possible way.The starring actors do an excellent job, Which is't a surprise. The script is typical in Tarantino's style.Something to note is that the acts aren't in chronological order, but will still make sense"" ]";8
40;goodfellas;9;AlvaradoKTA;/user/AlvaradoKTA;[];8
41;drive;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""This movie is insanely good. The story's good, the acting is good and the directing is good.The soundtrack alone is amazing. There is a couple of gory scenes, which in my book , make the film better. And for a film that is based around driving, it has great  driving scenes.Drive is definitely a movie to watch."" ]";8
42;the-dark-knight-rises;9;AlvaradoKTA;/user/AlvaradoKTA;"[ ""So far this is my favorite movie of 2012. Nolan's final masterpiece in his Batman series is nothing short of expectations. The score for this film is one the best in recent memory, and better than the previous batman movies. This time around the villain is Bane and Catwoman makes an appearance. Which honestly, I would have not mind if Selina Kyle was portrayed by someone else other than Hathaway. Either way her acting wasn't bad. And as for Bane, well he doesn't make half of a villain as Joker did. But at least Dr. Crane makes an appearance."" ]";8
43;blue-is-the-warmest-color;9;AlvaradoKTA;/user/AlvaradoKTA;[];8
44;drive;10;A_Northerner;/user/A_Northerner;"[ ""I had high hopes for Ryan Gosling's performance on the basis of a possible (yet not forthcoming) Oscar nod and it did not disappoint. The powerfully understated performance as the loner who finds happiness with the family next door is fantastically delivered. A man who seems to consider the necessity of each and every word he speaks, the scenes where Gosling and Carey Mulligans relationship develops through the briefest of exchanges and longest of stares are particularly mesmerising with director Nicholas Refn stretching the scenes of the silence to the absolute limit before with the viewer feeling awkward. Refn manages illustrate the intimacy between the characters without the need for a lazy gratuitous sex scene, a scene which would have been considered mandatory in other films."", ""The driver (Gosling) begins to come out of his shell as the film progresses and initially hints at his violent capabilities when provoked by a former criminal associate with a loud mouth. This character becomes more prevalent as he strives to protect Irene from danger brought on through his own actions of goodwill."", ""The film is stylish and has a retro feel to it, assisted with the excellent of soundtrack of synth-heavy electro-pop. Yes, the actual car action pieces are few and far between, but in the end the driving only serves as the backdrop to the central story of the film. The film is builds up suspense in places, and maintains this through the finals scenes to the ending. Excellent."" ]";9
45;prometheus;10;ConnKon;/user/ConnKon;"[ ""One of the best movies I've seen in a long time. Truly EPIC. This is one of those films that I wished so badly that I was part of the Prometheus crew. Reminds me of when I was young when I wished I was a part of the lord of the rings and star wars universe. It's a strange feeling. But watch it NOW, in cinemas in 3D: 3D is really good like Avatar!!"" ]";9
46;eternal-sunshine-of-the-spotless-mind;10;Summersausage;/user/Summersausage;"[ ""My favorite movie of all time! The script of Kaufman will make you turn in your chair with emotion and feel the beauty of relationships. The direction is Gondry at his best. He simply follows them around during dramatic scenes and uses cinematic symbolism to show the mood. The script jumps through twists and turns until you feel happy and sad at the same time. Jim Carrey will never win an Oscar due to the fact that the Oscar's will never give a nomination to the guy who was in Dumb and Dumber but him and Winslett deliver powerhouse performances that carry the movies low budget  shots. Watch you will not regret it."" ]";9
47;chinatown;10;Summersausage;/user/Summersausage;"[ ""The best Neo-Noir movie ever made. It combines all the intrinsic motivators of the sole and the hunting of human beings. It still got shunned from the Oscars though because of the godfather. I don't have much to say other than the best, simply the best"" ]";9
48;pulp-fiction;10;Summersausage;/user/Summersausage;"[ ""Pronominal! Just the way this movie was written brought me so much happiness. Short stories that all connect and complex characters that have meaningless conversations that bring sub-plots that settle there until they become a main part of the original storyline. I love the over saturation of colors to shoot a new style of noir for L.A. Samual L. Jackson gives the best performance of his career and his revelations speech is one of the greatest moments in american filmography."" ]";9
49;the-big-sick;10;BrianMcCritic;/user/BrianMcCritic;"[ ""This film is a revelation that is part romantic comedy, part drama to perfection.  Kumail Nanjiani is hilarious, but he also has this awkward approach that really endears you to him.  Zoe Kazan is also great and there chemistry together is amazing.  It was great to see Holly Hunter and Ray Romano in this film as well.  Some of the scenes between them and Kumail were some of the best in the movie.  Overall I really have no negatives for this film, while some may say it was a little long in the third act I was enjoying myself so much I didn't care.  A+"" ]";9
50;baby-driver;10;BrianMcCritic;/user/BrianMcCritic;"[ ""Cool, cocky, and romantic all mixed into one, Edgar Wright's Baby Driver is a blast.  I was hooked from the beginning and I never lost interest.  The performance of Ansel Elgort is star making and his relationship with Lily James in the film made me smile from ear to ear.  The supporting roles give this film it's kick with all of them being great.  Overall this is almost a flawless movie. A"" ]";9
51;a-monster-calls;10;BrianMcCritic;/user/BrianMcCritic;"[ ""This film emotionally ripped my heart out. A Monster Calls was gripping from start to finish with smart story telling and a fantastic cast. Lewis MacDougall should be under awards consideration. This film surprisingly hasn't gotten the award worthy praise it so richly deserves.  My first 10 for a 2016 film comes in 2017, but the wait  was well worth it. A"" ]";9
52;spotlight;10;BrianMcCritic;/user/BrianMcCritic;"[ ""Spotlight is brilliant, devastating, and my favorite film of the year so far.  I can't say enough about the performances, each one is magnificent and Oscar caliber.  This film is a masterpiece mainly because it didn't get bogged down in thriller type elements.  There was no threatening letters, or people stalking them.  This stuck to the investigation and the continued links that are uncovered.  I can't recommend this film higher.  A+"" ]";9
53;whiplash;10;BrianMcCritic;/user/BrianMcCritic;"[ ""A story about a man's drive to be the best even when faced with an extraordinary obstacle.  In this case the obstacle is J.K. Simmons who wants to create the next great one.  Simmons deserves  to be Oscar nominated and Whiplash should be nominated in the best picture catergory.  A+"" ]";9
54;gone-girl;10;BrianMcCritic;/user/BrianMcCritic;"[ ""Wow this film is looney tunes and I loved every minute of it.  First what can you say about David Fincher the man is a master craftsman behind the camera with every shot in this film more gorgeous than the last.  The acting is all great here but the standout by far is Rosamund Pike who gives an Academy Award winning performance.  As funny as it is thrilling Gone Girl deserves to be in the conversation with Fincher's best.  A+"" ]";9
55;dawn-of-the-planet-of-the-apes;10;BrianMcCritic;/user/BrianMcCritic;"[ ""From start to finish had me on the edge of my seat.  An amazing visual experience mixed a fantastic script and score.  This film is a deeply emotional one as well you really feel for these characters.  There is nothing not to like about this film.  A+"" ]";9
56;how-to-train-your-dragon-2;10;BrianMcCritic;/user/BrianMcCritic;"[ ""This is one of the best achievements in animation in a long time better than The Lego Movie, Frozen, and Wreck it Ralph.  Every second of this film blew me away from its sweet more humorous moments, to some of the more darker elements you will ever see in a children's film.  Plus how can your heart not melt every time you see Toothless on screen.  A"" ]";9
57;the-wolf-of-wall-street;10;BrianMcCritic;/user/BrianMcCritic;[];9
58;the-hunt;10;BrianMcCritic;/user/BrianMcCritic;[];9
59;what-maisie-knew;10;BrianMcCritic;/user/BrianMcCritic;"[ ""This is a wonderful film with fantastic performances.  This film will use up all of your emotions one moment your angry, another your sad, and even another you maybe happy that Maisie have some people who know what responsibility is and a sense of stability.  Julianne Moore plays a supposed mother who is down right loathsome she may love her child, but she should not be having them.  Steve Coogen plays a father who acts like he cares, but is barely around.  My favorite character in the film except for the young girl is Lincoln played  by Alexander Skarsgard who shows that real love can come from the strangest places.  This film however belongs to young Onata Aprile who is pitch perfect as Maize.  One of the best movies of the year so far. A"" ]";9
60;lincoln;10;BrianMcCritic;/user/BrianMcCritic;[];9
61;silver-linings-playbook;10;BrianMcCritic;/user/BrianMcCritic;[];9
62;warrior;10;BrianMcCritic;/user/BrianMcCritic;[];9
63;inception;10;BrianMcCritic;/user/BrianMcCritic;[];9
64;the-dark-knight;10;BrianMcCritic;/user/BrianMcCritic;[];9
65;there-will-be-blood;10;BrianMcCritic;/user/BrianMcCritic;"[ ""A masterpiece plain and simple.  Paul Thomas Anderson directs this film beautifully with shot after shot leaving me overwhelmed.  The score helps guide the scenes with perfection.  Finally Daniel Day Lewis gives one the finest performances in cinematic history."" ]";9
66;the-princess-bride;10;BrianMcCritic;/user/BrianMcCritic;[];9
67;war-horse;10;BrianMcCritic;/user/BrianMcCritic;[];9
68;5050;10;BrianMcCritic;/user/BrianMcCritic;[];9
69;drive;10;BrianMcCritic;/user/BrianMcCritic;[];9
70;the-perks-of-being-a-wallflower;10;BrianMcCritic;/user/BrianMcCritic;"[ ""This film blew me away.  From the great script to the outstanding performances, this film is one of the best of 2012.  The three leads bring out a very realistic sense of teenage problems (Ezra Miller being my favorite).  It's also good to see Paul Rudd in a different kind of role as the teacher."" ]";9
71;the-way-way-back;10;BrianMcCritic;/user/BrianMcCritic;"[ ""My new favorite film of the year.  This film's got everything strong writing, strong directing, and strong acting.  The best part of this film by far is Sam Rockwell he is pin point perfect, just down right hilarious.  Similar to one of my favorite films of 2012 The Perks of Being a Wallflower, The Way Way Back is even better. A+"" ]";9
72;her;10;BrianMcCritic;/user/BrianMcCritic;"[ ""It's hard to express how much I love this film.  Spike Jonze directs this film flawlessly with gorgeous shot after gorgeous shot.  This is one of the most believable love story's I've ever seen and that credit goes to the phenomenal performance by Joaquin Phoenix and one of Scarlett Johansson's best performances even though it was only her voice.  Her is breathtaking and my new favorite film of 2013.  A+"" ]";9
73;the-dark-knight-rises;10;BrianMcCritic;/user/BrianMcCritic;[];9
74;creed;10;BrianMcCritic;/user/BrianMcCritic;"[ ""Two A+ films on the same weekend.  I loved every second of Creed.  While the boxing scenes are phenomenal the main reason to love Creed is because of the characters and the relationships they build with each other.  Michael B. Jordan is great you really feel the pain this guys gone through.  Also Sly Stallone has never been better and should be considered for a best supporting actor nomination.  In the end I was laughing, crying, and cheering the whole time.  A+"" ]";9
75;unfriended;10;Lansdenrs;/user/Lansdenrs;"[ ""Honestly the best horror movie I've seen in decades. The characters"", ""We're well developed and the story was well written. They didn't drag it out instead they went straight to the point. This will be a horror movie that will be talked about for a long time."" ]";9
76;anchorman-2-the-legend-continues;10;Lansdenrs;/user/Lansdenrs;[];9
77;gladiator;10;Lansdenrs;/user/Lansdenrs;[];9
78;the-firm;10;Lansdenrs;/user/Lansdenrs;[];9
79;the-dark-knight;10;Lansdenrs;/user/Lansdenrs;[];9
80;x-men-days-of-future-past;10;Kiva;/user/Kiva;[];9
81;the-prestige;10;Kiva;/user/Kiva;[];9
82;million-dollar-baby;10;Kiva;/user/Kiva;"[ ""Million dollar baby is a story about a female boxer who decides in her early 30's to star boxing.She goes to a gym to exercise and there she finds a coach. Million times if you see that film a tear will come out from your eye. A depressive sport movie that it is really touching and it shows friendship and love. Million dollar baby also shows how difficult is for a person that loves you to decide whether you are going to live or die. Hillary Swank was amazing in that movie. I don't know how she did that. I actually thought that i was feeling what she was feeling. I don't understand the negative reviews and I don't want to spend any time telling my opinion for them and i simply understand that some people don't have a heart. That's all I have to say for that masterpiece."" ]";9
83;oldboy;10;Kiva;/user/Kiva;"[ ""Oldboy is a fu****ng great masterpiece. You will never see a film like this. An artistic film like this  It will make you feel pain and sadness but after watching oldboy you will just feel empty. It has great direction and that violence is so disgusting that you will want to watch that film again and again. Oldboy deserves your attention and you will be thrilled by its amazing plot, actors and an ending that you would have never expect. Thumbs up to the sky for that film. A must-watch masterpiece. And I am not lying. I wouldn't score it 10 out of 10 if it was not a great film."" ]";9
84;the-usual-suspects;10;Kiva;/user/Kiva;"[ ""I really don't know where to start from. It's obviously one of the best films ever made and one of my favorites and it has like the very best twist I have seen in my life and I have seen a lot of films with great twists. The twist is even better than Prestige's one. At the beginning the film is a little overcomplicated but when you start realizing what is happening you will not want to pause that film for any reason. It has action and suspense. It has everything that a film like that should have. It has great actors and an excellent storyline. The whole movie is interesting. I don't know what else to say just watch that movie and you will understand my words... It's a perfect masterpiece!"" ]";9
85;anchorman-the-legend-of-ron-burgundy;10;RayzorMoose;/user/RayzorMoose;[];9
86;the-godfather-part-ii;10;CinemaSins;/user/CinemaSins;"[ ""A companion piece in the truest sense of the term, The Godfather Part II garnered as much adulation as its predecessor, if not more. Receiving twelve Academy Award nominations, and again winning Best Picture (and this time Best Director for Coppola as well), the second installment has been rightfully hailed as the best sequel of all time."", """", ""The Godfather Part II is a more ambitious production than the original since it attempts not only to tell a pair of completely disconnected stories, but to do so in parallel. The less time consuming of the two presents the early life of Vito Corleone (played by Robert DeNiro) in Sicily and New York, and shows how he came into power. The other tale picks up approximately a decade after the conclusion of The Godfather, and shows the means by which Michael Corleone (Al Pacino), now secure in his position, attempts to expand the family empire into Las Vegas and Cuba."", """", ""Michael lives his life and runs his business by two of his father's creeds: \""A man who doesn't spend time with his family can never be a real man\"" and \""Keep your friends close, but your enemies closer.\"" There are times, however, when those precepts fail as guiding principles, such as when a betrayal occurs from within the family. Broken trust arising from so intimate a source can be devastating."", """", ""Plot and counterplot develop, and Michael becomes the focal point of a web of betrayal and deceit, turned against by those he had sought to protect. Assassination attempts and government probes target Michael, but he fights back using every scintilla of ingenuity he possesses and sacrificing much of his humanity in the process."", """", ""For a man constantly battling to keep his family together, a mournful irony of The Godfather Part II is that Michael's efforts succeed only in fragmenting it. If the end of the first film was numbing, this one is shattering. The flashback preceding the final scene presents a stark differentiation of how things once were from what they have become."", """", ""The traditional elements of the Tragedy introduced in The Godfather reach their maturity in Part II. Much of the humanity remaining to Michael at the outset is leeched from him with each deception and setback. Late scenes with a resentful Fredo (John Cazale) and a bitter Kay (Diane Keaton) emphasize the price for Michael of continuing his father's dominion. His flaw is his imperceptiveness and, as is the case for any hero in a story of this nature, its effects are crippling."", """", ""Primarily due to the scope of events, Part II is not as tightly-scripted as Part I. While most of the first film takes place in New York (with a few excursions elsewhere), here the settings vary: Sicily, Ellis Island, New York, Nevada, Cuba, Miami, Washington DC. In letting their characters escape the confines of the \""old neighborhood\"", Coppola and Puzo lessen the intimacy of certain interpersonal conflicts."", """", ""Visually, many of Michael's scenes have a more gloomy appearance this time around. Especially during the latter portions of the film, the don is shown in severely underexposed settings, appearing as a silhouette. His is a voice from the darkness - a photographic mirror of what's happening beneath the surface."", """", ""As the beginning of Part II echoes the opening of The Godfather, so too does the end. Because of the manner in which circumstances are handled and considering the people involved, the impact here is more forceful. The tragic flaw has accomplished its poisonous, inevitable designs. Coppola punctuates both movies with a gut-twisting exclamation point."", """", ""Combined, The Godfather and The Godfather Part II represent the apex of American movie-making and the ultimate gangster story. Few sequels have expanded upon the original with the faithfulness and detail of this one. Beneath the surface veneer of an ethnic period piece, The Godfather is not so much about crime lords as it is about prices paid in the currency of the soul for decisions made and avoided. It is that quality which establishes this saga as timeless."" ]";9
